1	8235	90
1	8242	143
1	8240	123
1	8212	491
1	8210	263
1	8216	239
1	8214	115
1	8221	290
1	8218	115
1	8176	549
1	8169	157
1	8172	155
1	8166	465
1	8168	88
1	8183	300
1	8184	290
1	8181	208
1	8182	282
1	8180	570
1	8135	141
1	8137	279
1	8123	158
1	8126	192
1	8128	1215
1	8130	1062
1	8139	1826
1	8140	811
1	8141	242
1	8142	49
1	8071	230
1	8060	179
1	8064	235
1	8082	351
1	8085	331
1	8075	160
1	8079	1155
1	8090	42
1	8091	591
1	8088	497
1	8000	491
1	8004	352
1	8008	631
1	8012	222
1	8015	353
1	8018	211
1	8021	295
1	8023	77
1	8025	103
1	8027	104
1	8055	124
1	8599	223
1	8598	102
1	8601	160
1	8600	265
1	8592	104
1	8590	994
1	8596	120
1	8594	430
1	8587	376
1	8572	105
1	8573	75
1	8569	321
1	8568	148
1	8566	102
1	8564	318
1	8562	351
1	8560	125
1	8558	207
1	8556	247
1	8534	169
1	8531	117
1	8533	286
1	8521	282
1	8519	543
1	8523	230
1	8522	156
1	8526	760
1	8524	169
1	8529	35
1	8497	57
1	8498	91
1	8499	84
1	8500	96
1	8485	263
1	8484	358
1	8483	101
1	8482	101
1	8491	98
1	8489	60
1	8459	118
1	8463	126
1	8464	77
1	8460	125
1	8462	76
1	8448	63
1	8449	188
1	8450	281
1	8451	210
1	8444	53
1	9089	48
1	9099	65
1	9096	214
1	9126	148
1	9123	149
1	9132	100
1	9129	97
1	9114	108
1	9111	47
1	9119	98
1	9300	69
1	9297	81
1	9294	82
1	9292	79
1	9311	69
1	9308	30
1	9306	99
1	9303	77
1	9321	144
1	9318	117
1	9223	142
1	9233	71
1	9230	64
1	9238	120
1	9236	34
1	9243	85
1	9240	89
1	9249	56
1	9246	59
1	9253	58
1	8930	75
1	8934	103
1	8924	104
1	8927	53
1	8919	80
1	8922	82
1	8915	232
1	8917	83
1	8909	65
1	8912	60
1	8865	76
1	8869	91
1	8873	107
1	8852	104
1	8855	88
1	8859	102
1	8861	64
1	8842	75
1	8844	135
1	8848	126
1	9041	66
1	9046	172
1	9035	83
1	9038	175
1	9053	131
1	9056	120
1	9050	57
1	9051	181
1	9023	155
1	9025	35
1	9071	122
1	8971	60
1	8975	173
1	8978	158
1	8981	236
1	8984	91
1	8987	63
1	8990	154
1	8992	59
1	8960	66
1	9013	102
1	9010	228
1	9517	160
1	9515	61
1	9520	204
1	9519	106
1	9512	39
1	9511	71
1	9514	138
1	9513	128
1	9495	297
1	9498	63
1	9501	58
1	9487	115
1	9484	85
1	9482	85
1	9480	112
1	9479	146
1	9478	154
1	9477	85
1	9464	73
1	9467	144
1	9460	77
1	9462	144
1	9573	51
1	9570	316
1	9580	129
1	9576	50
1	9586	286
1	9583	328
1	9777	717
1	9779	81
1	9773	69
1	9775	102
1	9769	77
1	9771	75
1	9767	364
1	9768	24
1	9765	89
1	9766	28
1	11892	32
1	11893	25
1	11894	24
1	11895	25
1	11896	113
1	11897	115
2	12785	99
2	11558	61
2	11890	95
2	14342	108
2	14961	97
2	13827	85
2	14331	79
2	5889	115
2	11270	112
2	10560	102
2	9760	95
2	8689	63
2	11507	162
2	11681	52
2	12105	43
2	13039	107
2	13674	78
2	5668	156
2	7258	57
2	7960	89
2	7164	59
2	9647	78
2	8652	161
2	11312	135
2	10499	143
2	20958	63
2	20264	161
2	5655	143
2	6159	180
2	4866	162
2	4229	132
2	4903	235
2	2973	184
2	3654	105
2	1529	182
2	2076	72
2	6	64
2	10825	245
2	5716	34
2	6304	82
2	6824	129
2	7467	57
2	7765	160
2	3099	180
2	3835	177
2	4452	54
2	5035	92
2	7099	281
2	7794	372
2	6098	108
2	6564	138
2	10358	100
2	11150	62
2	10810	53
2	8461	682
2	9349	87
2	1909	57
2	13255	192
2	14700	208
2	14384	298
2	6072	74
2	6416	246
2	7080	204
2	7673	141
2	8745	63
2	8197	213
2	9080	76
2	12896	75
2	12277	230
2	13980	211
2	13311	263
2	14701	102
2	14522	495
2	5835	166
2	6414	167
2	7061	61
2	6856	72
2	20164	69
2	20913	110
2	15118	88
2	15835	128
2	16749	92
2	17509	136
2	3934	605
2	3328	273
2	5294	60
2	4672	159
2	11794	397
2	20214	116
2	20931	123
2	18205	563
2	18999	257
2	16836	316
2	17671	463
2	14985	98
2	15759	302
2	5605	292
2	13554	206
2	14329	278
2	14687	71
2	14959	587
2	15065	141
2	16511	467
2	17128	46
2	18163	152
2	18786	64
2	19639	103
2	12834	152
2	11637	178
2	11907	1352
2	14638	808
2	14880	295
2	13689	848
2	14076	263
2	17078	174
2	18024	234
2	15559	348
2	9486	1019
2	8486	173
2	10805	1152
2	10152	52
2	8879	640
2	8054	124
2	7441	458
2	6789	582
2	6415	537
2	5750	480
2	12213	345
2	12330	125
2	12911	639
2	11636	198
2	11891	355
2	9500	112
2	8501	150
2	10896	202
2	10234	143
2	6563	704
2	14108	349
2	14462	109
2	14758	103
2	14926	198
2	11647	101
2	11995	1072
2	12418	170
2	12982	269
2	7797	80
2	7009	160
2	18625	423
2	19307	418
2	12383	117
2	13006	220
2	12712	210
2	11595	170
2	11878	75
2	14362	86
2	14712	251
2	13465	416
2	17448	122
2	18685	103
2	19065	178
2	19810	255
2	20345	148
2	11658	287
2	11450	243
2	11751	152
2	12074	147
2	12634	234
2	14957	132
2	14699	20
2	14317	80
2	13784	54
2	13055	59
2	12574	58
2	11936	177
2	11820	82
2	11518	58
2	21035	98
2	3355	63
2	3963	122
2	4684	115
2	5306	92
2	441	101
2	1237	116
2	1854	200
2	2498	59
2	2381	22
2	8630	24
2	17093	133
2	15770	97
2	15017	95
2	4858	38
2	5603	87
2	3479	59
2	4062	87
2	2059	105
2	2871	226
2	2102	52
2	17781	66
2	16951	96
2	19076	102
2	18938	302
2	20953	489
2	20294	81
2	52	130
2	999	73
2	1798	103
2	2296	169
2	13818	109
2	17612	69
2	16671	104
2	15864	62
2	15630	33
2	2254	61
2	3175	79
2	3838	102
2	3932	95
2	4699	107
2	5269	78
2	20832	89
2	7443	59
2	5712	99
2	6282	95
2	4791	108
2	5495	97
2	3568	85
2	4131	115
2	3675	112
2	1720	63
2	2358	162
2	10303	52
2	10985	43
2	5627	156
2	6226	57
3	1439	100
3	1444	62
3	1442	96
3	1452	109
3	1451	98
3	1456	86
3	1454	80
3	1450	116
3	1449	113
3	1467	103
3	1465	96
3	1463	64
3	1461	163
3	1459	53
3	1478	44
3	1477	108
3	1475	79
3	1473	157
3	1472	58
3	1400	90
3	1399	74
3	1403	79
3	1401	58
3	1407	85
3	1405	162
3	1411	144
3	1409	181
3	1415	163
3	1413	133
3	1421	236
3	1420	185
3	1419	106
3	1430	74
3	1428	90
3	1426	58
3	1424	157
3	1437	79
3	1435	108
3	1433	44
3	826	53
3	828	163
3	822	64
3	824	96
3	834	103
3	836	113
3	830	116
3	832	80
3	819	86
3	820	98
3	841	109
3	781	96
3	784	62
3	787	100
3	790	129
3	793	118
3	796	65
3	799	76
3	802	100
3	777	104
3	814	99
3	812	84
3	760	132
3	762	82
3	756	490
3	758	303
3	752	103
3	754	97
3	749	67
3	750	53
3	768	227
3	766	106
3	764	88
3	734	60
3	736	77
3	738	107
3	740	176
3	729	79
3	731	124
3	733	102
3	743	88
3	742	39
3	745	96
3	744	98
3	933	134
3	931	60
3	929	201
3	927	117
3	937	102
3	935	91
3	952	116
3	957	123
3	958	61
3	953	99
3	955	59
3	904	83
3	902	178
3	908	59
3	906	186
3	910	81
3	661	133
3	662	235
3	663	148
3	664	153
3	665	244
3	666	288
3	667	149
3	668	256
3	669	179
3	670	104
3	674	123
3	675	417
3	672	252
3	673	87
3	678	76
3	679	171
3	676	211
3	677	221
3	680	118
3	681	419
3	691	424
3	688	161
3	687	81
3	690	270
3	689	157
3	684	360
3	683	102
3	686	199
3	685	107
3	682	110
3	702	350
3	701	705
3	700	131
3	699	203
3	698	151
3	697	113
3	696	356
3	695	199
3	694	640
3	693	126
3	707	346
3	709	481
3	708	538
3	711	583
3	710	459
3	713	125
3	712	641
3	704	53
3	703	1153
3	705	174
3	720	1020
3	719	349
3	718	235
3	717	175
3	724	264
3	723	849
3	722	296
3	721	809
3	716	1352
3	715	179
3	714	153
3	15	104
3	16	65
3	13	153
3	14	47
3	19	143
3	20	588
3	17	72
3	18	279
3	21	207
3	23	293
3	22	303
3	1	99
3	2	464
3	3	317
3	4	258
3	5	564
3	7	124
3	8	114
3	9	398
3	10	160
3	12	58
3	11	274
3	46	606
3	47	137
3	44	93
3	45	129
3	42	89
3	43	109
3	41	111
3	51	70
3	50	73
3	49	62
3	48	168
3	26	167
3	27	292
3	28	103
3	29	264
3	24	212
3	25	231
3	2828	76
3	2831	77
3	2818	214
3	2820	64
3	2821	142
3	2823	205
3	2807	247
3	2810	75
3	2813	299
3	2815	209
3	2895	193
3	2887	58
3	2890	88
3	2883	683
3	2885	54
3	2879	63
3	2881	101
3	2873	139
3	2876	109
3	2868	89
3	2719	195
3	2721	282
3	2723	92
3	2726	55
3	2689	178
3	2691	181
3	2694	161
3	2696	58
3	2698	130
3	2701	80
3	2767	246
3	2779	65
3	2781	73
3	2774	183
3	7241	24
3	7236	24
3	7238	24
3	7245	24
4	8536	129
4	8538	139
4	8540	94
4	8542	513
4	8544	270
4	8545	66
4	8546	213
4	8547	127
